sample_id,any_picorna,any_calici,any_pos,virus_general,dataset,specific_roost_site,roost_site,latitude_s,longitude_e,sampling_session,processing_date,year,bat_species,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,predicted_mass_g,mass_forearm_residual
MIZ185,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-14,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,65,12,72.1,33.9,12.1,13,10.3,66.29385769,-1.29385769
MIZ186,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,43,2018-04-14,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,55,11.5,73.8,35.9,11.5,10,6.2,68.88426838,-13.88426838
MIZ188,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,55,12,69.7,33.5,15.6,14,5.7,62.70342374,-7.703423736
MIZ189,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,11.5,74.6,34,14.8,3.9,3.4,61.45833054,-1.458330543
MIZ190,1,0,1,Teschovirus,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12.5,71.4,33.5,13.3,small,small,65.2385596,-5.238559601
MIZ192,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,50,12,69.2,31.6,16.1,4.3,2.9,56.16541249,-6.165412487
MIZ193,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,J,yes,no,NA,NA,35,11,63,28.4,15.5,small,small,NA,NA
MIZ194,1,0,1,Unclassified picornavirus,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,45,12,68,31.4,17.6,3.1,2.4,55.00008832,-10.00008832
MIZ195,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,11.5,71.8,33.6,14.6,3.8,2.9,58.70399661,-3.703996606
MIZ196,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,50,11,66.1,32,12.4,small,small,57.46591187,-7.465911874
MIZ197,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,50,11,69.1,32.8,14.3,3.6,3,56.06814785,-6.068147855
MIZ198,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,11.5,69.1,32.7,16.8,small,small,61.81809681,-1.818096812
MIZ199,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,50,10.5,67.1,30.2,15.4,2.8,4.2,54.12876692,-4.128766923
MIZ200,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12.5,70.4,33.5,16.7,2.9,1.9,63.74253193,-3.742531933
MIZ201,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,45,11.5,63.1,28.8,12.4,small,small,50.2846201,-5.284620101
MIZ202,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,12,73.3,32.6,13.7,4.4,3.9,60.17693203,-5.176932026
MIZ203,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,40,11,67,32.3,13.6,3.8,2.8,54.03209602,-14.03209602
MIZ204,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12,69.8,35.6,15.5,13.8,6.9,62.85145769,-2.851457695
MIZ205,1,0,1,Teschovirus,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12,72.6,36.1,10,14.3,9.3,67.05170055,-7.051700554
MIZ206,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,50,11.5,73.3,32.1,10.4,small,small,68.11834484,-18.11834484
MIZ207,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,40,11,68.2,32.6,14.1,3.2,2.4,55.19402751,-15.19402751
MIZ208,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,45,11,72.9,34.8,16.2,14.5,7.6,67.50802569,-22.50802569
MIZ209,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,40,13,71.3,33.5,16.1,12.6,7.8,65.08834503,-25.08834503
MIZ210,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,65,13,73.2,35.8,15.9,16.8,9.8,67.96556322,-2.965563216
MIZ211,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12,69,34.6,16.4,9.7,6,61.67102245,-1.671022451
MIZ212,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,50,12,69.3,29.8,14.9,3.2,2.4,56.26270503,-6.262705031
MIZ213,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,47,2018-07-29,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,80,11,72,34.2,16.1,10.2,7.1,66.14269457,13.85730543
MIZ214,1,0,1,Unclassified picornavirus,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,65,11.2,70.4,32.1,13.3,12.2,7.9,63.74253193,1.257468067
MIZ215,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,75,12.3,71.3,37.6,15.6,12.6,10,65.08834503,9.911654974
MIZ218,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,75,10.4,70.3,33.8,11.8,11.8,8.5,63.59367818,11.40632182
MIZ219,0,1,1,Sapovirus,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,70,10.9,73.5,34.3,11,12.2,9.4,68.42431136,1.575688636
MIZ220,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,70,12.2,73.8,33.2,12.8,13.8,10,68.88426838,1.115731624
MIZ221,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,70,11.8,72.3,35.6,15.6,10.6,8.1,66.59658958,3.403410416
MIZ222,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,9.4,70.9,33.5,15.2,3.4,1.7,57.82315549,2.176844511
MIZ223,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,11.1,66.3,31.9,17.7,3.4,2.7,53.35620366,6.643796336
MIZ225,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,J,yes,no,NA,NA,40,9.7,65.5,27.6,10.4,small,small,NA,NA
MIZ226,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,70,12,74,35.7,15.8,10.4,13.4,69.19157711,0.808422888
MIZ227,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,P,no,no,NA,NA,55,11.4,67.4,32.9,13,3,2.21,54.41895113,0.581048866
MIZ228,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,P,no,no,NA,NA,65,10.7,68.5,30.9,16.7,3.7,2.9,55.485148,9.514851997
MIZ229,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,45,10.8,69.1,32.2,14,3.2,0.5,56.06814785,-11.06814785
MIZ23,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,12,2014-10-04,2014,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,60,9.23,70.5,34,10.5,4.5,4,NA,NA
MIZ230,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,65,11.3,72.3,34.3,12.3,15.5,11.3,66.59658958,-1.596589584
MIZ231,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,J,yes,no,NA,NA,40,10.5,65.7,30,14.1,small,small,NA,NA
MIZ232,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,J,yes,no,NA,NA,30,9.3,63.8,28.2,12.4,small,small,NA,NA
MIZ233,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,J,yes,no,NA,NA,55,4.8,69.8,33.6,14.9,15.3,12.9,NA,NA
MIZ234,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,J,yes,no,NA,NA,50,10,66.6,36.5,11.9,4,2.1,NA,NA
MIZ235,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,65,9.6,72.9,36.2,14.2,13.1,11.8,67.50802569,-2.50802569
MIZ236,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,9.4,70.2,31.4,13.8,3.1,2.1,57.1395886,-2.139588603
MIZ238,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,female,NL,no,no,NA,NA,45,9.4,73.2,34.6,12,3.1,2.5,60.07854867,-15.07854867
MIZ239,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,10.8,76.8,30.4,16.7,14.1,11.9,73.54994617,-13.54994617
MIZ240,1,0,1,Unclassified picornavirus,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-11,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,50,11.6,73.9,38.1,12.9,12.8,9.9,69.03785571,-19.03785571
MIZ242,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-12,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,60,11.3,68.8,33.8,15.2,13,11.2,61.3772859,-1.3772859
MIZ243,1,0,1,Sapelovirus,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,50,2018-09-12,2018,Rousettus madagascariensis,male,J,yes,no,NA,NA,35,9.2,60.7,27.9,14.4,small,small,NA,NA
MIZ25,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,12,2014-10-04,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,62,10.4,67.5,32.5,11.5,14.5,10,NA,NA
MIZ26,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,12,2014-10-04,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,62,10.21,70.4,33.2,15.3,3.2,4.5,NA,NA
MIZ260,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,53,2018-12-21,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,26,9.41,69,30.5,14,5.8,6.2,61.67102245,-35.67102245
MIZ261,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,53,2018-12-21,2018,Rousettus madagascariensis,female,L,no,yes,mom,MIZ263,64,10.23,71.3,38.2,12.4,7.8,6.3,58.21436803,5.785631968
MIZ262,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,53,2018-12-21,2018,Rousettus madagascariensis,female,L,no,yes,mom,MIZ264,38,9.69,67,33.6,11.4,9.4,5.3,54.03209602,-16.03209602
MIZ265,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,53,2018-12-21,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,56,11.49,72.2,31.3,11.2,9,7.7,66.44515605,-10.44515605
MIZ267,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,53,2018-12-21,2018,Rousettus madagascariensis,female,L,yes,yes,mom,MIZ268,42,10.09,70.4,33.7,12.3,8.8,7.1,NA,NA
MIZ271,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,53,2018-12-21,2018,Rousettus madagascariensis,female,L,no,yes,mom,MIZ272,35,11.5,66.5,32.9,13.4,6.5,6.5,53.54917186,-18.54917186
MIZ274,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,53,2018-12-22,2018,Rousettus madagascariensis,male,A,no,no,NA,NA,38,9.78,65.5,29.7,12.6,4.7,3.9,56.61047479,-18.61047479
MIZ275,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,53,2018-12-22,2018,Rousettus madagascariensis,female,P,no,no,NA,NA,62,11.02,73.7,29.5,12.7,5.4,5,60.5707317,1.429268303
MIZ277,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-03,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,43,7.42,65.5,26.6,12,7.8,7.1,56.61047479,-13.61047479
MIZ278,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-03,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ287,40,8.62,70.8,31.5,14.3,6.5,4.6,57.72542071,-17.72542071
MIZ279,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-03,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ288,40,7.84,68.9,30.2,12.3,6.8,3.2,55.87370245,-15.87370245
MIZ280,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-03,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,54,8.78,75,29.3,12.1,6.7,6.5,70.73615025,-16.73615025
MIZ281,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-03,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,55,8.73,67.5,26,13.1,7.9,6.8,59.48143096,-4.481430958
MIZ291,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-04,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,52,9.96,71.2,26.2,12.4,small,small,58.11652394,-6.116523944
MIZ292,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-04,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,70,12.43,69.8,28.1,10.1,11.7,10.4,62.85145769,7.148542305
MIZ293,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-04,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,68,12.13,74.6,35.2,12.9,9.9,9.6,70.11671715,-2.11671715
MIZ294,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-04,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,65,10.09,73.4,36.4,14.5,11.9,11.6,68.27126091,-3.27126091
MIZ295,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-04,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ296,54,10.58,67.7,30.1,15.6,6.5,5,54.7093919,-0.709391903
MIZ297,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-05,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,71,10.88,70,32.7,11.5,12.3,10.4,63.14793596,7.852064041
MIZ298,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-05,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,62,9.68,67.7,27.2,13.7,5.7,5.1,54.7093919,7.290608097
MIZ300,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,55,2019-01-06,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ304,53,7.17,68.1,35.6,12.6,5.4,6.1,55.09704378,-2.09704378
MIZ315,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,58,2019-01-09,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ324,40,10.31,67.7,31.6,15.1,5.1,6.9,54.7093919,-14.7093919
MIZ316,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,58,2019-01-09,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ325,59,10.6,69.7,31.6,15.7,5.7,6.7,56.65215367,2.347846333
MIZ318,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,58,2019-01-09,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,50,10.31,69.4,31.2,15.7,6.4,8.3,62.26014339,-12.26014339
MIZ322,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,58,2019-01-09,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ328,58,9.82,69.9,31.1,16.1,6.9,6.2,56.84704461,1.152955387
MIZ338,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-01-31,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ343,70,10.1,68.71,31.6,12.16,2.8,6.5,55.68908308,14.31091692
MIZ340,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-01-31,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ344,50,9.27,66.58,30.6,10.59,3.49,6.64,53.62639143,-3.626391432
MIZ342,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-01-31,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ345,60,10.58,69.53,31.44,14.75,2.61,6.8,56.48658363,3.513416374
MIZ345,0,1,1,Sapovirus,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-01-31,2019,Rousettus madagascariensis,female,J,yes,yes,pup,MIZ342,20,6.93,51.11,21.85,11.64,small,small,NA,NA
MIZ35,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,18,2014-12-12,2014,Rousettus madagascariensis,female,P,NA,NA,NA,NA,70,10.9,70.6,34.1,13.1,4.3,7.2,NA,NA
MIZ351,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-02-01,2019,Rousettus madagascariensis,female,L,no,yes,mom,MIZ364,55,10.38,65.33,34.2,16.07,7.99,6.82,52.4219521,2.578047905
MIZ352,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-02-01,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,78,11.56,73.88,34.72,11.74,20.95,19.42,69.00712752,8.99287248
MIZ355,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-02-01,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,11.8,70.25,34.19,11.83,5.68,6.51,57.1883701,2.8116299
MIZ357,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-02-01,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,75,12.66,74.24,35.73,13.81,6.82,9.33,69.56105504,5.438944956
MIZ359,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-02-01,2019,Rousettus madagascariensis,female,L,no,no,NA,NA,65,11.6,72.82,35.01,11.99,5.54,5.41,59.70493549,5.295064514
MIZ366,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,59,2019-02-01,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,11.13,74.2,27.54,14.9,7.01,12.39,61.06357814,-1.063578141
MIZ378,0,0,0,,CZID,Maromizaha,Maromizaha,-18.9623,48.4525,62,2019-02-23,2019,Rousettus madagascariensis,female,J,no,no,NA,NA,50,10.42,69,31.3,16,8.6,5.6,NA,NA
MIZ392,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,62,2019-02-24,2019,Rousettus madagascariensis,female,J,yes,no,NA,NA,40,11.5,68.6,30.7,16,3.5,2.2,NA,NA
MIZ396,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,62,2019-02-24,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,70,11.7,74,36,13,11,8,69.19157711,0.808422888
MIZ400,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,62,2019-02-24,2019,Rousettus madagascariensis,female,NL,no,yes,mom,MIZ402,50,10.4,69,32,14,5,4.5,55.97091117,-5.970911165
MIZ401,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,62,2019-02-24,2019,Rousettus madagascariensis,male,J,yes,no,NA,NA,30,8.8,56,24.5,10,small,small,NA,NA
MIZ403,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,65,2019-04-09,2019,Rousettus madagascariensis,male,A,NA,no,NA,NA,75,12.1,74,34.9,15.9,12.7,11.7,NA,NA
MIZ405,1,1,1,Unclassified picornavirus/Sapovirus,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,65,2019-04-09,2019,Rousettus madagascariensis,male,A,NA,no,NA,NA,70,10.5,68.5,35.3,12.7,9.4,10,NA,NA
MIZ407,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,65,2019-04-09,2019,Rousettus madagascariensis,male,A,NA,no,NA,NA,60,11.6,68.9,31.4,13.1,8.4,9.1,NA,NA
MIZ408,0,0,0,,CZID/NIH,Maromizaha,Maromizaha,-18.9623,48.4525,65,2019-04-09,2019,Rousettus madagascariensis,male,A,NA,no,NA,NA,75,10.5,75,36.4,11.5,10.4,8.7,NA,NA
MIZ441,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,67,2019-05-21,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,50,10.8,70.2,34,13,10.6,10,63.44496089,-13.44496089
MIZ446,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,67,2019-05-22,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,65,11.23,71.4,34,10.7,12.3,13.7,65.2385596,-0.238559601
MIZ453,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,70,2019-07-03,2019,Rousettus madagascariensis,male,A,NA,no,NA,NA,70,11.6,72.8,36.3,13.1,9.2,11.9,NA,NA
MIZ454,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,70,2019-07-03,2019,Rousettus madagascariensis,male,A,NA,no,NA,NA,67,13,77.8,35.5,14.8,10,11.1,NA,NA
MIZ464,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,70,2019-07-03,2019,Rousettus madagascariensis,male,A,NA,no,NA,NA,92,11.8,73.5,34.9,14.3,11.6,10.3,NA,NA
MIZ489,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-18,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,75,12.19,71.2,34,12.5,7.6,11.7,64.93826623,10.06173377
MIZ494,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12,58.8,33,12,10,7,47.40420717,12.59579283
MIZ497,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-18,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,70,12.85,72.2,35.2,14.2,8.3,8.7,66.44515605,3.554843949
MIZ502,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-18,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,68,10.7,72,34,10,11,11,66.14269457,1.857305431
MIZ503,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-18,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,68,11.26,68.9,31.1,11.6,8,9.2,61.52408546,6.475914544
MIZ505,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-18,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,71,10.86,70.5,34.3,14.3,8.2,11.4,63.89152207,7.108477926
MIZ507,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,65,12.2,72,33,11,7,6,66.14269457,-1.142694569
MIZ509,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,70,12.15,65.5,31.5,13.8,4.6,7,56.61047479,13.38952521
MIZ510,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,61,10.88,69.6,33,10.5,12.6,7.1,62.55552665,-1.555526653
MIZ511,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,70,10.99,67.7,33.1,11,8.7,6.5,59.77158205,10.22841795
MIZ512,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,female,J,yes,no,NA,NA,47,NA,65.1,29.5,14,small,small,NA,NA
MIZ513,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,68,11.65,71.6,32.5,9.9,10.8,6,65.53939581,2.460604192
